task_idx,E_Ricci,Q_Ricci,Q_Ricci_shifted,Q_Ricci_affine
0,-6.055597531843025,-0.0030425139600983257,-0.0009995742283270105,-7.124555694532263
1,-7.034363190337963,-0.0037436465607315877,-0.0012402098625765357,-7.337992575975014
2,-7.8000614577576926,-0.0001315677144512221,-0.0002960078676701979,-6.500512583149592
3,-6.428362132724089,-0.0036413370756182076,-0.00036210158935972604,-6.559135811934278
4,-8.301645591040378,-0.005572141581355789,-0.0020509049676521126,-8.057055800205596
5,-7.595880702926888,-0.0009995742283270105,-0.001764807645675881,-7.803295710258111
6,-7.851388290437416,-0.0012402098625765357,-0.0016344366548483053,-7.687660393819544
7,-8.927405817713588,-0.0002960078676701979,-0.002750092988039512,-8.67721544978963
8,-7.6730639598294355,-0.00036210158935972604,-0.0004317106683857097,-6.620877061495023
9,-6.591647047412384,-0.0020509049676521126,-0.0006416439369220954,-6.807081828246347
10,-10.158507054106865,-0.001764807645675881,-0.003730201136724797,-9.546543167541925
11,-8.162761080384556,-0.0016344366548483053,-0.0006617872656173498,-6.824948381020211
12,-7.274234546152631,-0.002750092988039512,-0.0004373195952961746,-6.625852018224701
13,-9.019600856487562,-0.0004317106683857097,-0.0028514789495287934,-8.76714187947173
14,-6.4218739553429325,-0.0006416439369220954,-0.000454505913232543,-6.641095787566105
15,-6.737908389296826,-0.003730201136724797,-0.0010152532398481598,-7.1384625264676735
16,-6.283414660283285,-0.0006617872656173498,-0.00030959736590566427,-6.512566076942377
17,-8.719370771597408,-0.0004373195952961746,-0.0024178244741086628,-8.382502841508682
18,-7.617131152907708,-0.0028514789495287934,-0.00045959375191363845,-6.645608554034643
19,-7.041240818828732,-0.000454505913232543,-0.0023012837224568395,-8.279134549147766
20,-6.474410345539827,-0.0010152532398481598,-0.00036210158935972604,-6.559135811934278
21,-7.283414869679714,-0.00030959736590566427,-0.0040738479615575265,-9.851348010094648
22,-8.744879629328759,-0.0024178244741086628,-0.0031128504651869887,-8.998970890889893
23,-6.461203014890446,-0.00045959375191363845,-0.0013712275092756885,-7.454201457559187
24,-6.932711315020767,-0.0023012837224568395,-0.0004218629914384464,-6.612142455485258
25,-7.802332748282659,-0.00036210158935972604,,
26,-5.875153582841925,-0.0040738479615575265,,
27,-8.762457749573294,-0.0031128504651869887,,
28,-8.022696827448737,-0.0013712275092756885,,
29,-7.563325690735894,-0.0004218629914384464,,
