winner,sharp,phi,dphi,near,deltaC,label
3,3.4966969868616617,-1.800572195271587,0.76307341017652,1,1.929674750810455,P22_co_recon_features_W30
4,0.6161568932649208,0.26078492136074727,1.7583889432998943,1,6.120034122858442e-05,P22_co_recon_features_W30
4,3.3220231927670985,1.7162056913282018,0.6009736425207255,1,1.74966033360749,P22_co_recon_features_W30
4,0.44565259382501443,1.4627322064021981,-0.07991172369078803,1,1.208819128477334,P22_co_recon_features_W30
4,2.9297267848713213,1.5563822439466257,0.5641405705545065,1,1.4086419982374538,P22_co_recon_features_W30
1,11.189575507217949,2.591013347511211,-2.1887826548131843,1,3.616254100467276,P22_co_recon_features_W30
2,9.75454098470761,-2.821183065679743,-1.7103653885403138,1,4.1073716143763885,P22_co_recon_features_W30
3,3.5132512318369837,-0.8297174295694164,2.821183065679746,1,0.1418565639619901,P22_co_recon_features_W30
1,5.2903330905792005,2.821183065679749,-0.8806479589708984,1,4.107371614376399,P22_co_recon_features_W30
2,9.371503153478752,-2.5910133475112134,-1.7805666896281527,1,3.6162541004672826,P22_co_recon_features_W30
3,1.0325745412017635,-0.7399503135765562,0.48557854443647186,1,0.33339437001223704,P22_co_recon_features_W30
3,0.610656816664519,-1.6198562586382697,0.02706225810345564,1,1.5440777129841072,P22_co_recon_features_W30
3,0.6015158477491549,-0.6858257973696449,0.351150427483813,1,0.44888088167233503,P22_co_recon_features_W30
3,0.24287004050868632,-0.9175554036706437,0.05842899738806229,1,0.04556499527118876,P22_co_recon_features_W30
0,0.023505876911856738,-0.5689678025935203,0.18131623048399503,1,0.45785794551024245,P22_co_recon_features_W30
0,0.5341115221986692,-0.5549229427026536,-0.010640451127736317,1,0.43698913469536926,P22_co_recon_features_W30
0,0.028106744443772147,-0.5902487048489929,0.1655958970544308,1,0.4894785616352965,P22_co_recon_features_W30
0,0.20831838404154224,-0.223731148593792,0.3341425871147929,0,0.05511822332753376,P22_co_recon_features_W30
0,0.6624255741484097,0.07803646938059283,0.23915845205624214,0,0.2716013154238171,P22_co_recon_features_W30
0,1.4810667986482817,0.2545857555186923,-0.2587766556198735,1,0.009272343789658258,P22_co_recon_features_W30
0,1.0871014386583038,-0.43951684185915424,-0.38058954129593703,1,0.26551087830127573,P22_co_recon_features_W30
3,0.16931127009598523,-0.5065933270731818,0.29803432468175495,1,0.3651776952674219,P22_co_recon_features_W30
0,0.21887759145776742,0.1565518075043557,0.3651622378334869,1,0.1549378705690822,P22_co_recon_features_W30
0,0.584659754497385,0.22373114859379195,-0.654905727283939,1,0.055118223327534216,P22_co_recon_features_W30
3,0.3312365147203167,-1.1532596470635224,-0.06080485666592591,1,0.5484916311207373,P22_co_recon_features_W30
4,0.2749752066857961,0.10212143526194013,0.7008280025313129,1,0.23581423030042858,P22_co_recon_features_W30
0,1.5830993326955483,0.24839635799910345,-0.29756285323983145,1,0.018468972798278013,P22_co_recon_features_W30
0,0.7290892343261379,-0.4930042712177227,-0.4446917011057446,1,0.3449861491783978,P22_co_recon_features_W30
3,0.10119251986204458,-0.6409870442123857,0.1833692380766379,1,0.5445541837582913,P22_co_recon_features_W30
3,0.07868401700107053,-0.12626579506444688,0.510895123660094,1,0.19993889363776746,P22_co_recon_features_W30
0,1.2788982084520826,0.3808032031078024,-0.275996471658097,1,0.17827014903265817,P22_co_recon_features_W30
0,0.7934418913043988,-0.6782587383806409,-0.19339997870478942,1,0.465026859639611,P22_co_recon_features_W30
0,0.8019885377660105,-0.005996754301776432,0.2425853064466714,1,0.3786428378611336,P22_co_recon_features_W30
0,0.39543775401138176,-0.1930881254872981,0.28045984850221506,1,0.10064971719605292,P22_co_recon_features_W30
4,1.221631553937993,0.5549229427026536,0.656023253274929,1,0.4369891346953693,P22_co_recon_features_W30
1,3.0849817541360522,1.11895838106256,-1.008827574552426,1,0.47530236618887867,P22_co_recon_features_W30
2,3.221489323192954,-1.4627322064021984,-0.8474953761267707,1,1.2088191284773355,P22_co_recon_features_W30
3,0.20827493651134188,-0.5760323711909815,0.2680013423350071,1,0.46835496340110677,P22_co_recon_features_W30
3,1.203545605572843,-0.9267295217321841,0.43085854012602176,1,0.06513998580662228,P22_co_recon_features_W30
4,0.3898847546888329,0.28568470906106197,0.5204574080268062,1,0.03693660261914733,P22_co_recon_features_W30
0,0.6210134823529382,0.11418529432142822,0.2271328022577471,1,0.21788892564335133,P22_co_recon_features_W30
4,0.3096344488841001,0.7399503135765562,0.1109264230251974,1,0.3333943700122377,P22_co_recon_features_W30
0,0.24290672975917255,0.336038140371823,0.2066546667434831,1,0.11175516542925576,P22_co_recon_features_W30
4,1.5421451739234986,1.1532596470635224,0.29997208403883036,1,0.5484916311207363,P22_co_recon_features_W30
1,2.1859221463799168,0.9359823084494837,-0.8934498239216117,1,0.08488283315200562,P22_co_recon_features_W30
0,0.6353050431406296,-0.633640000779701,-0.10194713363911628,1,0.5539523088158562,P22_co_recon_features_W30
4,1.7572509163429175,0.7320880411712511,0.7401997504107024,1,0.35017025047163985,P22_co_recon_features_W30
4,0.548947533981576,0.8467595000417039,0.12570858512750005,1,0.10549357343130181,P22_co_recon_features_W30
4,0.40419949150657175,0.9835052114262512,-0.04945045263920084,1,0.18628335685862418,P22_co_recon_features_W30
1,0.44781841466105377,0.7478585947633022,-0.5398001978025085,1,0.31652031973910366,P22_co_recon_features_W30
2,0.17768235824651746,-0.09609518417876584,-1.0342771138234648,1,0.24476844520573093,P22_co_recon_features_W30
3,2.4914954160648626,-1.3206956328836275,0.6807285415855291,1,0.9057529848261849,P22_co_recon_features_W30
4,2.7627730133764237,1.2653618989922923,0.7325586779665035,1,0.7876863423492497,P22_co_recon_features_W30
1,0.5291619327972641,0.14442172304937956,-1.0391374477105588,1,0.17296157743595858,P22_co_recon_features_W30
3,1.3782369716059926,-0.8129129964288253,0.5740561825118059,1,0.1777125031894783,P22_co_recon_features_W30
4,4.149564466830976,1.2925340880729914,1.306742595850206,1,0.8456641600003539,P22_co_recon_features_W30
1,2.862672937353144,1.8005721952715863,-0.6042405824961273,1,1.9296747508104515,P22_co_recon_features_W30
1,0.6959426097083807,0.0840529230807367,-1.3969254394269315,1,0.2626616581384928,P22_co_recon_features_W30
2,1.6288604542430223,-0.9932786835822768,-0.7481202509934503,1,0.20713720064711427,P22_co_recon_features_W30
3,1.3245949318355774,-1.4121875789061638,0.16127418225842666,1,1.1009710935801527,P22_co_recon_features_W30
3,2.2818189268985227,-0.6707303190654235,1.0229137898429324,1,0.48109039139858756,P22_co_recon_features_W30
4,1.704391325237687,0.633640000779701,0.7987299203988039,1,0.5539523088158563,P22_co_recon_features_W30
1,0.790021773769153,0.9267295217321841,-0.4975849557831144,1,0.06513998580662156,P22_co_recon_features_W30
0,0.7681781472706777,-0.36152991078652785,0.023547635578149873,1,0.14963257668535557,P22_co_recon_features_W30
4,1.5414348610542687,0.9738247928884839,0.44779393465953665,1,0.16562806334869817,P22_co_recon_features_W30
0,0.14820723482327308,0.5340579585325455,0.08392584839598488,1,0.40598651803100044,P22_co_recon_features_W30
4,1.8819138648121378,1.1416764896804537,0.45570700909196776,1,0.5237764274768524,P22_co_recon_features_W30
1,2.7836709238390687,1.445471976716481,-0.6643293116811524,1,1.1719906474755766,P22_co_recon_features_W30
0,0.6305146664183968,-0.18698213368185107,-0.7197376112073524,1,0.10972241630556152,P22_co_recon_features_W30
0,1.3141493001626063,0.005996754301776292,0.018249068093602022,1,0.3786428378611346,P22_co_recon_features_W30
0,1.6122485396851778,-0.15048399749464703,-0.17101744733679972,1,0.16395383656213158,P22_co_recon_features_W30
0,1.0977296073121046,-0.3360381403718231,-0.08960790827891271,0,0.11175516542925618,P22_co_recon_features_W30
0,0.7931275363908836,-0.32969981405247245,0.03452200748343526,0,0.10233724785163215,P22_co_recon_features_W30
0,0.8973259867683419,-0.2669941254049526,0.03445744634586262,0,0.009164858552654365,P22_co_recon_features_W30
0,1.0988823214543557,-0.2607849213607472,-0.04088078505604606,1,6.120034122833462e-05,P22_co_recon_features_W30
0,0.8255810369897555,-0.3487556955170447,0.00928422983441618,1,0.13065177631862035,P22_co_recon_features_W30
3,0.10344767320689424,-0.24221646169191485,0.444871200323374,1,0.02765148425744275,P22_co_recon_features_W30
4,1.4377927956633623,0.5409867051297033,0.7605232156212907,1,0.41628172232950056,P22_co_recon_features_W30
4,1.3922049565473789,1.2788299695506664,0.1318048376152985,1,0.8164234211553245,P22_co_recon_features_W30
0,0.07320313799386724,0.8045963803603002,-0.10714188782429401,1,0.1954578253813406,P22_co_recon_features_W30
1,4.007530504993167,1.0645461939020784,-1.3181833534262626,1,0.3592020455331164,P22_co_recon_features_W30
2,3.937252314761191,-1.831770326492225,-0.7653200218345857,1,1.9962427979263264,P22_co_recon_features_W30
3,1.8850801350182649,-0.466093849767093,1.293792126675192,1,0.3050008094480319,P22_co_recon_features_W30
4,2.5178868894887314,0.7558139268581588,1.1489320881296594,1,0.2995458760467035,P22_co_recon_features_W30
1,4.92621913012078,1.8317703264922258,-0.9785179967869928,1,1.996242797926327,P22_co_recon_features_W30
2,4.98143154815711,-1.2012220667158267,-1.583474031305581,1,0.6508299599336433,P22_co_recon_features_W30
3,3.1730537058617183,-1.3351777361189365,0.9397404025482338,1,0.9366537244790542,P22_co_recon_features_W30
4,2.198925382001952,0.6782587383806409,1.3425615751617153,1,0.46502685963961155,P22_co_recon_features_W30
4,2.45971368686162,1.349945414204494,0.5323531759944765,1,0.9681638006319837,P22_co_recon_features_W30
4,0.3976513442539491,1.742965090369594,-0.04891294696963733,1,1.806757373285349,P22_co_recon_features_W30
1,0.523940338342213,1.2521195202652193,-0.2769953704140098,1,0.7594308265045414,P22_co_recon_features_W30
1,4.877648564606086,1.1889743495415743,-1.4713705749250585,1,0.6246967723990579,P22_co_recon_features_W30
3,2.9755734878661575,-1.6906216295848977,0.6296520588968382,1,1.6950711335204984,P22_co_recon_features_W30
4,3.747440701935768,2.4482784673352507,0.6288500444053127,1,3.3116979665939,P22_co_recon_features_W30
0,1.30551769433536,-0.4329215407742725,-0.23477634887053844,1,0.2557111300889757,P22_co_recon_features_W30
1,5.341851979967673,1.9787257695941738,-1.0076784632804887,1,2.3098044273444747,P22_co_recon_features_W30
2,2.5738710163621272,-2.44827846733525,-0.36981631151874417,1,3.3116979665939006,P22_co_recon_features_W30
4,4.134612655448182,1.2390931465566855,1.673856687501242,1,0.731636204684212,P22_co_recon_features_W30
1,3.196123074553182,0.8994349076672341,-1.21403374804913,1,0.0069009476336166775,P22_co_recon_features_W30
2,4.071213362740163,-1.1889743495415743,-1.3211999990184142,1,0.6246967723990587,P22_co_recon_features_W30
3,4.631477072231236,-1.7429650903695941,1.2477298468445641,1,1.8067573732853517,P22_co_recon_features_W30
4,3.353608502033212,1.306485344147554,0.95279523869607,1,0.8754322209501947,P22_co_recon_features_W30
1,1.0856816376681804,0.16262538702254573,-1.1855157690248161,1,0.14591333184679706,P22_co_recon_features_W30
2,1.4058949692108693,-1.0645461939020784,-0.624275434869739,1,0.3592020455331173,P22_co_recon_features_W30
3,0.9849532185899771,-1.0859254827169322,0.2407101937718173,1,0.40481944149398774,P22_co_recon_features_W30
3,0.35178685725422937,-0.5831258063584438,0.3198970829340179,1,0.4788948732106453,P22_co_recon_features_W30
0,0.3179867089396204,-0.4461313168488964,0.14559449147581377,1,0.2753391164092546,P22_co_recon_features_W30
3,1.0012325293135431,-0.29193682340681626,0.7660283997829145,1,0.046226420565950194,P22_co_recon_features_W30
4,1.5966703370872777,1.0859254827169327,0.37901533658695463,1,0.4048194414939879,P22_co_recon_features_W30
1,1.3422970988517045,0.466093849767093,-1.0203290619220238,1,0.30500080944803176,P22_co_recon_features_W30
3,2.132548514303387,-0.9547326411271151,0.7785061679215626,1,0.12489077530391213,P22_co_recon_features_W30
4,5.387059038505125,2.023106185610218,1.236024949851065,1,2.404499766737871,P22_co_recon_features_W30
1,5.395756419827194,1.5173172585750145,-1.36209269414943,1,1.3252882945041349,P22_co_recon_features_W30
2,3.064909617990986,-0.7010792026886417,-1.4119013013612842,1,0.4163344000651039,P22_co_recon_features_W30
3,2.1542339584434984,-1.3064853441475541,0.5571629778422549,1,0.875432220950196,P22_co_recon_features_W30
4,0.7330848281350208,0.41324675299586816,0.5628011194377232,1,0.22647698840577507,P22_co_recon_features_W30
2,0.2066696489505293,-0.18088310527210785,-0.9749017040462539,1,0.11878476872676563,P22_co_recon_features_W30
3,0.17324478651233832,-1.5365566550966396,-0.0617962664009704,1,1.3663397614998662,P22_co_recon_features_W30
3,0.07848513391046269,-0.30447563807404865,0.3943490301666687,1,0.06485744666136833,P22_co_recon_features_W30
2,0.052488974356396656,-0.7478585947633022,-0.47382194109558534,1,0.31652031973910305,P22_co_recon_features_W30
3,0.775897303316391,-1.2521195202652193,0.0497448714978273,1,0.7594308265045424,P22_co_recon_features_W30
3,1.6317135301770465,-0.6483688517676476,0.7814412195983547,1,0.5288034803054541,P22_co_recon_features_W30
4,0.7267487968114015,0.31076291893148994,0.6446779479900167,1,0.07419951740991569,P22_co_recon_features_W30
4,0.0815829789802926,0.6409870442123857,0.09451217180556232,1,0.544554183758292,P22_co_recon_features_W30
4,0.5063653721967367,0.4997872625426146,0.3938224498007469,1,0.35506478035151084,P22_co_recon_features_W30
1,4.889565359911807,1.4286319438138795,-1.285828923026614,1,1.1360587483574762,P22_co_recon_features_W30
2,6.483627809761458,-2.0718705835106133,-1.3338625451852824,1,2.508549291821711,P22_co_recon_features_W30
3,3.174052895263933,-1.2390931465566852,1.0029293855673862,1,0.7316362046842124,P22_co_recon_features_W30
3,0.3188362388208833,-0.06601181237584072,0.6645827837141778,1,0.28946837099402517,P22_co_recon_features_W30
0,0.5058500208662119,0.0900724208716704,0.2965832844624008,1,0.25371747773543785,P22_co_recon_features_W30
0,0.16519288154364786,0.5271547565489608,-0.5367888161489608,1,0.3957292696617257,P22_co_recon_features_W30
2,1.1415764256610474,-0.9835052114262512,-0.6102935445402821,1,0.18628335685862493,P22_co_recon_features_W30
3,1.0319872427879102,-0.6934323325316033,0.5157486874599017,1,0.4326506726425445,P22_co_recon_features_W30
0,0.31628996293249995,0.047992163493552155,0.4128725924038873,1,0.3162431944096345,P22_co_recon_features_W30
0,0.2634638115607668,0.1323128522761713,0.3659904770734669,1,0.19095376356749544,P22_co_recon_features_W30
1,0.25996374412753065,0.7799731176404859,-0.46022028001151033,1,0.24799695028234756,P22_co_recon_features_W30
0,0.675618504954968,-0.7881277077468494,-0.21879156093401986,1,0.23059734597361398,P22_co_recon_features_W30
0,0.49775721200557355,0.3423899957724462,0.091771180581806,1,0.12119318543864274,P22_co_recon_features_W30
0,0.45119510354215553,-0.6045853465832374,-0.43822397715249584,1,0.5107809218152741,P22_co_recon_features_W30
0,0.05049629841252529,-0.5340579585325455,0.1934993541471216,0,0.40598651803100044,P22_co_recon_features_W30
0,0.7993500193067871,-0.21758663828899416,0.1053416263993025,0,0.06424815585069486,P22_co_recon_features_W30
0,1.5164690901296483,-0.32337470573394045,-0.34543561512419546,1,0.09293897048121408,P22_co_recon_features_W30
0,0.12728327747276114,-0.9084578685373851,-0.08143459072931436,1,0.02615341118924064,P22_co_recon_features_W30
3,1.175089941395298,-0.48624388719256917,0.7075255978052835,1,0.3349411094732624,P22_co_recon_features_W30
0,0.707782306347082,0.5065933270731817,-0.3962930411790486,1,0.36517769526742166,P22_co_recon_features_W30
2,2.214690141183572,-1.2788299695506664,-0.6940991817337292,1,0.8164234211553255,P22_co_recon_features_W30
3,2.4255286222331507,-0.8816050363942768,0.9417076580669519,1,0.031142988478267908,P22_co_recon_features_W30
0,0.10885212653526899,0.6045853465832374,0.04263499503641138,1,0.5107809218152742,P22_co_recon_features_W30
0,0.12477204839416378,-0.796335046321454,-0.007168320867122213,1,0.21308519125298814,P22_co_recon_features_W30
4,0.6551963203385955,0.5902487048489929,0.3831734802425611,1,0.4894785616352966,P22_co_recon_features_W30
0,2.2513402947616794,-0.029988085836331783,-0.355236028185099,1,0.342994881036935,P22_co_recon_features_W30
3,0.17448401962073878,-0.12022335152120502,0.5525812472306729,1,0.20891716840471392,P22_co_recon_features_W30
4,2.457359497134464,1.0751744086250141,0.7581699092099993,1,0.38187966982511173,P22_co_recon_features_W30
4,1.847116967817318,1.3961164668987935,0.23069112323581276,1,1.0666798556292265,P22_co_recon_features_W30
4,1.629353891834417,1.5365566550966396,0.1349910601418668,1,1.366339761499865,P22_co_recon_features_W30
1,7.532893390601251,1.6660985871825271,-1.8620139923840817,1,1.6427458506206796,P22_co_recon_features_W30
3,1.611789560624829,-2.187471329671524,0.29612893589632183,1,2.7552088068627576,P22_co_recon_features_W30
1,0.18697466799871432,2.258356458975171,-0.0776729507007845,1,2.906457758087707,P22_co_recon_features_W30
2,7.4661312548664345,-2.342817231073093,-1.4101439878981137,1,3.0866733170484375,P22_co_recon_features_W30
3,1.2783865354173838,-0.5619315168210564,0.698750650165969,1,0.44740295216990855,P22_co_recon_features_W30
0,0.06545968480369879,-0.9453159307411546,-0.08116962401492545,1,0.104798160902878,P22_co_recon_features_W30
3,0.5952525346530598,-0.7242707648509072,0.3235577802537486,1,0.36685012192708755,P22_co_recon_features_W30
3,0.5191342943035251,-0.2982003702336574,0.5720288237255422,1,0.05553322567295227,P22_co_recon_features_W30
4,0.5810925020363246,0.41978688260017705,0.49201308380165115,1,0.23619475906903592,P22_co_recon_features_W30
0,0.5083618287029344,0.6858257973696449,-0.31255443011617345,1,0.4488808816723356,P22_co_recon_features_W30
0,0.16398067056981924,-0.2053219776321698,-0.8444868825160893,1,0.08247182521761587,P22_co_recon_features_W30
3,1.0134219377237654,-1.0031479676625337,0.3060231147517668,1,0.22819548016418578,P22_co_recon_features_W30
4,0.508514025783235,0.4067242518713638,0.47157239889482633,1,0.21678541134023277,P22_co_recon_features_W30
0,1.2680538896202853,-0.06000316987288098,-0.6310487961536057,1,0.2983964218697777,P22_co_recon_features_W30
0,0.33491165996122785,-0.8553733404358476,-0.12852966925917444,1,0.08711405803178102,P22_co_recon_features_W30
3,0.26778857488690505,-0.31706250839122985,0.46069257640584405,1,0.08355987711931911,P22_co_recon_features_W30
0,1.6008390861847583,0.06601181237584057,-0.15463224713196766,1,0.28946837099402606,P22_co_recon_features_W30
0,0.01997692471932544,-0.6263270026551652,-0.5496859612519712,1,0.5430861573884785,P22_co_recon_features_W30
3,2.419569772169345,-1.0333601101281018,0.8401819455307662,1,0.29265970428376964,P22_co_recon_features_W30
4,2.635006118928477,1.0540368884063673,0.8520452145967625,1,0.3367781401252564,P22_co_recon_features_W30
0,0.18540012113431337,0.6707303190654231,-0.044901052981406564,1,0.4810903913985889,P22_co_recon_features_W30
4,0.02016599132947694,0.9642347824435542,-0.19875833933588716,1,0.14516567530933108,P22_co_recon_features_W30
0,0.9086383580357269,0.2732136403936488,-0.027888456953084395,1,0.01840623815116281,P22_co_recon_features_W30
4,0.477780200592812,0.9084578685373854,0.04415813519643952,1,0.026153411189240666,P22_co_recon_features_W30
0,1.2039592295886374,0.36152991078652785,-0.2278462499420747,1,0.14963257668535537,P22_co_recon_features_W30
1,1.242562518306579,0.452765368653236,-1.0020341698577733,1,0.2851964430836816,P22_co_recon_features_W30
2,3.935265848995714,-1.6425384289290186,-0.916581718140656,1,1.5924750919785893,P22_co_recon_features_W30
3,3.3178832677612737,-1.380398067628076,0.9672376261679174,1,1.0331412075660047,P22_co_recon_features_W30
4,0.904331835464356,0.29193682340681637,0.9333209774103226,1,0.046226420565950055,P22_co_recon_features_W30
0,0.0035019668697517936,0.48624388719256917,0.18565145050355247,1,0.33494110947326233,P22_co_recon_features_W30
1,0.0902691386186647,0.6632397244139213,-0.5032602360663024,1,0.4970732159517859,P22_co_recon_features_W30
2,0.0012774564274866673,-0.5202765849400357,-0.6411435363263644,1,0.3855092131304226,P22_co_recon_features_W30
3,0.48154270906089636,-0.6190473482388075,0.34753369148354485,1,0.5322695503170604,P22_co_recon_features_W30
0,0.1029821522101459,0.17479079802705397,0.39996522675545776,1,0.12783713438302924,P22_co_recon_features_W30
0,1.0068148676806887,0.180883105272108,0.0060956678273985515,1,0.11878476872676583,P22_co_recon_features_W30
0,0.7918811321966974,0.18698213368185107,0.09352798683439403,1,0.10972241630556194,P22_co_recon_features_W30
0,0.20164317998657533,0.36793907894089606,0.19807183633829642,1,0.15915575589351522,P22_co_recon_features_W30
4,0.47764738860615114,0.5831258063584439,0.31266980232069036,1,0.47889487321064556,P22_co_recon_features_W30
4,1.9185038964575758,0.9932786835822768,0.593954169145665,1,0.20713720064711347,P22_co_recon_features_W30
