task,phi_t,dphi_t,E_t,Q_t,E_tm1,Q_tm1,dE_t,dQ_t,E_true,Q_true,E_pred,Q_pred,Q_raw_pred,Q_sign_prob_positive,p_surprise,state_pred,label
15,-0.4511753395211577,0.0365639292495658,-6.620158908850443,-0.0474399558377578,-8.59197811593399,0.311453504083885,1.9718192070835476,-0.3588934599216428,-9.100690556035689,-0.0844310955644664,-7.653991224865095,-0.01421095780576842,-0.014210957805768424,0.5233425964563735,0.32029609172570195,CoCreation,P16
17,-0.3103442635843216,-0.8131050983814269,-9.100690556035689,-0.0844310955644664,-6.620158908850443,-0.0474399558377578,-2.480531647185246,-0.0369911397267086,-6.91695512778099,-0.0625556765363187,-7.633764521763856,-0.1339608183859113,-0.0349013727430215,0.3542762279922808,0.6197528361892641,Surprise,P16
19,0.2726579370655083,0.3772316260589274,-6.91695512778099,-0.0625556765363187,-9.100690556035689,-0.0844310955644664,2.183735428254699,0.0218754190281477,-9.069904273352272,0.2799297853590345,-6.980495975398459,-0.08892841212059988,-0.03618294095203752,0.35199304010946614,0.624964203376981,Surprise,P16
20,0.2739724031543097,-1.050463144581605,-9.069904273352272,0.2799297853590345,-6.91695512778099,-0.0625556765363187,-2.1529491455712817,0.3424854618953532,-6.88734038612878,-0.0841664301667747,-7.606707943012546,-0.03447788683344821,-0.034477886833448226,0.3158445030607389,0.8874345677008562,Surprise,P16
26,-0.4921458976769168,-0.7661183008312265,-6.88734038612878,-0.0841664301667747,-9.069904273352272,0.2799297853590345,2.182563887223492,-0.36409621552580923,-10.149007736511903,-0.0422100229836938,-6.976028136112777,-0.1452899282240239,-0.02304293210952551,0.353480391503317,0.5068103438775029,Surprise,P16
27,1.2342061678155964,0.3003884397411299,-10.149007736511903,-0.0422100229836938,-6.88734038612878,-0.0841664301667747,-3.2616673503831235,0.041956407183080906,-5.951359353093,-0.0391614447236023,-7.847990552807317,-0.04830091124743589,-0.03611913471995171,0.3497947542970415,0.940684641474156,Surprise,P16
11,-0.6518583585190046,-2.8320696235147595,-8.304323416194425,-0.064935923585942,-8.846435136272708,-0.0534783408043511,0.5421117200782835,-0.011457582781590897,-10.379691053537496,-0.0559643280468952,-7.230336269905858,-0.09349689275602152,-0.03637495441586247,0.3748500991968552,0.8889651534918594,Surprise,P17
14,0.7165017882450326,0.1949165335538439,-10.379691053537496,-0.0559643280468952,-8.304323416194425,-0.064935923585942,-2.0753676373430707,0.008971595539046799,-8.434007910391495,-0.0879761468416283,-7.519044360129133,-0.07508883661038782,-0.03683981948340257,0.3731120329446048,0.858727040706795,Surprise,P17
26,-0.0251437748470099,-0.7730495538228065,-8.434007910391495,-0.0879761468416283,-10.379691053537496,-0.0559643280468952,1.9456831431460007,-0.0320118187947331,-9.499694153862126,-0.0654208051210943,-7.252513835099684,-0.1394894701198786,-0.03646282356337799,0.3787779841280332,0.7613059705448664,Surprise,P17
27,-0.3294258821040601,0.2288665345074998,-9.499694153862126,-0.0654208051210943,-8.434007910391495,-0.0879761468416283,-1.0656862434706316,0.022555341720534,-8.927945791251252,-0.0263098475956007,-7.955965091729731,-0.11142922726978466,-0.019412382972403948,0.48915825490848863,0.3193824382081926,CoCreation,P17
5,-0.723897203099296,-1.021312915878796,-9.93427438896175,-0.0657154804485364,-6.6183993400753725,-0.142889339084842,-3.3158750488863777,0.0771738586363056,-7.993754599173746,-0.0461523870358788,-8.155392264338378,-0.014909562494602985,-0.014909562494602988,0.5072300208288624,0.4528895123667225,CoCreation,P18
