n_sessions_shown,mean_Pearson_E,mean_Pearson_Q,mean_Pearson_EQ,mean_abs_Pearson,state_test_accuracy,state_test_auc
24,-0.13909904367540302,-0.11155072390131916,0.0030492394383795918,0.4192531091318859,0.6951219512195121,0.791875
